Sample	Population	Source	Haplotype	Sample_hap	x1	x2
HG03460	Mende	1000G	0	HG03460_H1	-112.85275227880828	11.354824845703948
HG03460	Mende	1000G	1	HG03460_H2	-112.96021719248697	11.050377522314722
HG03461	Mende	1000G	0	HG03461_H1	-112.88050435262545	10.943167363736475
HG03461	Mende	1000G	1	HG03461_H2	-112.51939523020226	10.949514296613561
HG03464	Mende	1000G	0	HG03464_H1	-113.9440656370817	11.541094607224348
HG03464	Mende	1000G	1	HG03464_H2	-113.19631321277964	10.361105681201035
HG03472	Mende	1000G	0	HG03472_H1	-112.14255611653243	9.608484192445037
HG03472	Mende	1000G	1	HG03472_H2	-112.85691483848882	10.044589673643951
HG03473	Mende	1000G	0	HG03473_H1	-112.55372009094464	11.259726134548249
HG03473	Mende	1000G	1	HG03473_H2	-113.82998353637967	10.92138761508006
HG03476	Mende	1000G	0	HG03476_H1	-112.36704051552374	10.257051054949162
HG03476	Mende	1000G	1	HG03476_H2	-112.1284314808826	9.98578839489031
HG03478	Mende	1000G	0	HG03478_H1	-112.45212392280641	11.043362796544084
HG03478	Mende	1000G	1	HG03478_H2	-113.12802395745888	10.850333483773074
HG03479	Mende	1000G	0	HG03479_H1	-112.21609128864802	10.3710768300521
HG03479	Mende	1000G	1	HG03479_H2	-112.28964028063459	10.57271256387902
HG03488	Punjabi	1000G	0	HG03488_H1	30.19931111088077	-32.19378731996703
HG03488	Punjabi	1000G	1	HG03488_H2	29.06314402211985	-32.62090839019889
HG03490	Punjabi	1000G	0	HG03490_H1	29.535797113446364	-36.033173520363285
HG03490	Punjabi	1000G	1	HG03490_H2	28.95602506440516	-34.329738381850234
HG03499	Esan	1000G	0	HG03499_H1	-113.48098669710453	10.229973852177029
HG03499	Esan	1000G	1	HG03499_H2	-113.2144010517531	10.286124014901777
HG03517	Esan	1000G	0	HG03517_H1	-113.46157658444798	10.888598990282627
HG03517	Esan	1000G	1	HG03517_H2	-112.76038996475549	10.311733120699774
HG03518	Esan	1000G	0	HG03518_H1	-111.53698576753865	11.218997961742499
HG03518	Esan	1000G	1	HG03518_H2	-112.81990090989927	11.71194214515572
HG03520	Esan	1000G	0	HG03520_H1	-113.17856711323608	11.154998161898806
HG03520	Esan	1000G	1	HG03520_H2	-113.89689647980066	10.995480862647273
HG03548	Mende	1000G	0	HG03548_H1	-113.72708246262084	9.827398733894373
HG03548	Mende	1000G	1	HG03548_H2	-113.10467353194738	10.558519433665186
HG03556	Mende	1000G	0	HG03556_H1	-112.12945483242069	11.372517517012245
HG03556	Mende	1000G	1	HG03556_H2	-112.20552969516086	9.94311150540845
HG03557	Mende	1000G	0	HG03557_H1	-112.79178203441694	10.99193618605307
HG03557	Mende	1000G	1	HG03557_H2	-112.0783315084569	11.489918634202692
HG03558	Mende	1000G	0	HG03558_H1	-112.69254241334826	10.797479028041433
HG03558	Mende	1000G	1	HG03558_H2	-113.00018797398889	10.369327564889748
HG03559	Mende	1000G	0	HG03559_H1	-112.09672527790863	9.570864386396817
HG03559	Mende	1000G	1	HG03559_H2	-113.02347694373094	9.326523692841807
HG03563	Mende	1000G	0	HG03563_H1	-111.97707170790054	10.99193618878591
HG03563	Mende	1000G	1	HG03563_H2	-113.04421134298991	10.624913906567027
HG03565	Mende	1000G	0	HG03565_H1	-111.41916923524332	10.558827489649335
HG03565	Mende	1000G	1	HG03565_H2	-111.84123984484344	11.571242475748573
HG03567	Mende	1000G	0	HG03567_H1	-112.87209952136993	10.414971291731394
HG03567	Mende	1000G	1	HG03567_H2	-113.39706461761963	10.92127301129685
HG03571	Mende	1000G	0	HG03571_H1	-111.74746271801158	9.566179028622688
HG03571	Mende	1000G	1	HG03571_H2	-112.46429170857954	11.111339279116738
HG03572	Mende	1000G	0	HG03572_H1	-112.14193268188953	10.796748786612905
HG03572	Mende	1000G	1	HG03572_H2	-113.13250453391689	10.841610848316922
HG03575	Mende	1000G	0	HG03575_H1	-111.23339890548957	10.49527517814889
HG03575	Mende	1000G	1	HG03575_H2	-113.41595921618364	11.245864786736743
HG03585	Bengali	1000G	0	HG03585_H1	32.469498342816124	-14.4353530266869
HG03585	Bengali	1000G	1	HG03585_H2	30.97912784155411	-12.576614022030467
HG03589	Bengali	1000G	0	HG03589_H1	31.76528361643463	-16.01346467382931
HG03589	Bengali	1000G	1	HG03589_H2	31.68114901398011	-14.022853802013893
HG03593	Bengali	1000G	0	HG03593_H1	31.425518613990484	-15.745675049026843
HG03593	Bengali	1000G	1	HG03593_H2	32.32509540607008	-13.199493131970073
HG03595	Bengali	1000G	0	HG03595_H1	33.40167385937198	-11.643125196972637
HG03595	Bengali	1000G	1	HG03595_H2	31.556595196970463	-16.563253223149076
HG03598	Bengali	1000G	0	HG03598_H1	31.828855809997307	-15.109227697533148
HG03598	Bengali	1000G	1	HG03598_H2	32.27736069612583	-12.911101258226841
HG03600	Bengali	1000G	0	HG03600_H1	30.161113726391342	-18.72660702187251
HG03600	Bengali	1000G	1	HG03600_H2	30.818530710557063	-16.74069207789278
HG03603	Bengali	1000G	0	HG03603_H1	32.888767692577154	-11.476935305723488
HG03603	Bengali	1000G	1	HG03603_H2	32.17481333889295	-12.911459731679999
HG03604	Bengali	1000G	0	HG03604_H1	32.50817744047807	-14.16251381243449
HG03604	Bengali	1000G	1	HG03604_H2	32.322020587319045	-14.255732427274578
HG03607	Bengali	1000G	0	HG03607_H1	33.01689301633859	-14.956284334113686
HG03607	Bengali	1000G	1	HG03607_H2	32.86738031428623	-11.170626047035901
HG03611	Bengali	1000G	0	HG03611_H1	32.79725271825651	-12.062212814559546
HG03611	Bengali	1000G	1	HG03611_H2	31.87759931482794	-14.775656128942591
HG03615	Bengali	1000G	0	HG03615_H1	31.973660996849453	-16.820001871317096
HG03615	Bengali	1000G	1	HG03615_H2	31.629731679430442	-11.705686231369825
HG03616	Bengali	1000G	0	HG03616_H1	31.38842308561503	-12.071186178831242
HG03616	Bengali	1000G	1	HG03616_H2	31.405388868319385	-16.572150407398812
HG03619	Punjabi	1000G	0	HG03619_H1	29.72791024420743	-37.3970797093508
HG03619	Punjabi	1000G	1	HG03619_H2	27.608384456553928	-41.028472482192754
HG03624	Punjabi	1000G	0	HG03624_H1	30.10159930310629	-37.47384496277458
HG03624	Punjabi	1000G	1	HG03624_H2	29.011105894034614	-40.232605847514314
HG03625	Punjabi	1000G	0	HG03625_H1	28.277227147365785	-39.28639213138468
HG03625	Punjabi	1000G	1	HG03625_H2	29.604184954842168	-39.83317992553196
HG03629	Punjabi	1000G	0	HG03629_H1	28.240992253336657	-34.42515337649058
HG03629	Punjabi	1000G	1	HG03629_H2	28.38306364691765	-33.77993103084924
HG03631	Punjabi	1000G	0	HG03631_H1	29.326765454293408	-32.55561305190815
HG03631	Punjabi	1000G	1	HG03631_H2	29.57300187765606	-31.62245425328703
HG03634	Punjabi	1000G	0	HG03634_H1	28.905024253177828	-36.48268639632328
HG03634	Punjabi	1000G	1	HG03634_H2	28.27350103697816	-35.58016777129309
HG03636	Punjabi	1000G	0	HG03636_H1	30.516208239448375	-31.013817027803817
HG03636	Punjabi	1000G	1	HG03636_H2	29.585442962201924	-31.805731017959616
HG03640	Punjabi	1000G	0	HG03640_H1	30.87946789089937	-22.112070759729743
HG03640	Punjabi	1000G	1	HG03640_H2	29.682120508613842	-21.476061481156755
HG03643	Sri Lankan	1000G	0	HG03643_H1	28.58060367692859	-20.6011555894368
HG03643	Sri Lankan	1000G	1	HG03643_H2	30.418900532150523	-22.447899520667207
HG03644	Sri Lankan	1000G	0	HG03644_H1	29.256843932551035	-20.50089806268149
HG03644	Sri Lankan	1000G	1	HG03644_H2	28.386630194799473	-21.708369794853954
HG03645	Sri Lankan	1000G	0	HG03645_H1	30.23799440188072	-20.258745585513505
HG03645	Sri Lankan	1000G	1	HG03645_H2	29.099228782561717	-20.294508869865304
HG03646	Sri Lankan	1000G	0	HG03646_H1	28.9498548785891	-20.557743324446847
HG03646	Sri Lankan	1000G	1	HG03646_H2	30.438049994263153	-21.18355708132026
HG03649	Punjabi	1000G	0	HG03649_H1	28.595298465553284	-28.584499264024426
HG03649	Punjabi	1000G	1	HG03649_H2	29.947981786346936	-30.090926501219332
HG03660	Punjabi	1000G	0	HG03660_H1	31.071924728795082	-24.4527747656292
HG03660	Punjabi	1000G	1	HG03660_H2	31.54880856711585	-22.658997362652062
HG03663	Punjabi	1000G	0	HG03663_H1	31.23778865893611	-22.121055722674324
HG03663	Punjabi	1000G	1	HG03663_H2	31.445958600216926	-21.249718914192687
HG03672	Sri Lankan	1000G	0	HG03672_H1	29.215593754228053	-23.006617841459203
HG03672	Sri Lankan	1000G	1	HG03672_H2	30.443988636504066	-25.302861943400874
HG03673	Sri Lankan	1000G	0	HG03673_H1	30.87137442167719	-20.572463462920965
HG03673	Sri Lankan	1000G	1	HG03673_H2	27.718918957630528	-22.937649293847134
HG03680	Sri Lankan	1000G	0	HG03680_H1	29.679955083148577	-21.20617149353602
HG03680	Sri Lankan	1000G	1	HG03680_H2	30.92180742003186	-23.083608508467705
HG03681	Sri Lankan	1000G	0	HG03681_H1	30.506114668291175	-21.258170090408758
HG03681	Sri Lankan	1000G	1	HG03681_H2	28.950062282844478	-23.354293477848284
HG03684	Sri Lankan	1000G	0	HG03684_H1	29.7415073974381	-15.042711250332605
HG03684	Sri Lankan	1000G	1	HG03684_H2	29.77723168662881	-15.742335602833792
HG03686	Sri Lankan	1000G	0	HG03686_H1	30.27372520722725	-17.589244066110275
HG03686	Sri Lankan	1000G	1	HG03686_H2	30.103483177401664	-18.278849418808356
HG03687	Sri Lankan	1000G	0	HG03687_H1	29.002562705208916	-22.448937653227908
HG03687	Sri Lankan	1000G	1	HG03687_H2	28.83377236897543	-21.048932608244968
HG03689	Sri Lankan	1000G	0	HG03689_H1	30.4786888376157	-20.82760170298518
HG03689	Sri Lankan	1000G	1	HG03689_H2	31.261232267733412	-22.569857527102545
HG03690	Sri Lankan	1000G	0	HG03690_H1	29.25975846349131	-21.97297325586989
HG03690	Sri Lankan	1000G	1	HG03690_H2	30.09362345343621	-21.540783924594063
HG03691	Sri Lankan	1000G	0	HG03691_H1	29.82627757176767	-19.994823879116574
HG03691	Sri Lankan	1000G	1	HG03691_H2	29.05380678992163	-17.643209667733764
HG03692	Sri Lankan	1000G	0	HG03692_H1	29.070769059968107	-20.984386579449158
HG03692	Sri Lankan	1000G	1	HG03692_H2	30.972834035057367	-18.015543009347734
HG03693	Sri Lankan	1000G	0	HG03693_H1	30.30411278657987	-20.354251186034247
HG03693	Sri Lankan	1000G	1	HG03693_H2	30.468163625968415	-18.742411977468283
HG03694	Sri Lankan	1000G	0	HG03694_H1	31.167798913137005	-22.097446983108565
HG03694	Sri Lankan	1000G	1	HG03694_H2	29.55068672417284	-22.258109444127463
HG03695	Sri Lankan	1000G	0	HG03695_H1	28.97365870960097	-21.186252928663748
HG03695	Sri Lankan	1000G	1	HG03695_H2	30.074080451437332	-21.196455108303255
HG03696	Sri Lankan	1000G	0	HG03696_H1	29.77971436336761	-23.4600060683916
HG03696	Sri Lankan	1000G	1	HG03696_H2	29.65092020639196	-21.68025684038678
HG03697	Sri Lankan	1000G	0	HG03697_H1	29.70537760009094	-22.988331411977594
HG03697	Sri Lankan	1000G	1	HG03697_H2	29.70346783410205	-21.134810872557587
HG03698	Sri Lankan	1000G	0	HG03698_H1	29.20275110701258	-22.845558131522882
HG03698	Sri Lankan	1000G	1	HG03698_H2	30.26606410595722	-21.352079436234312
HG03705	Punjabi	1000G	0	HG03705_H1	31.248044116217343	-23.289228779504416
HG03705	Punjabi	1000G	1	HG03705_H2	30.60077882445359	-23.685427566516832
HG03706	Punjabi	1000G	0	HG03706_H1	30.48108193216052	-22.590485371874486
HG03706	Punjabi	1000G	1	HG03706_H2	29.504782696941845	-28.060883649384685
HG03711	Sri Lankan	1000G	0	HG03711_H1	29.074371336070683	-23.862732228515622
HG03711	Sri Lankan	1000G	1	HG03711_H2	30.014793435985624	-24.04721924708516
HG03713	Indian Telugu	1000G	0	HG03713_H1	28.791456826823875	-30.792161783262138
HG03713	Indian Telugu	1000G	1	HG03713_H2	29.182116447883836	-26.73251699212269
HG03714	Indian Telugu	1000G	0	HG03714_H1	29.30589203812685	-29.304055481662495
HG03714	Indian Telugu	1000G	1	HG03714_H2	29.728895855655793	-28.88449264564203
HG03716	Indian Telugu	1000G	0	HG03716_H1	29.51647049703317	-30.788168526083943
HG03716	Indian Telugu	1000G	1	HG03716_H2	30.01940876529669	-30.940687869538596
HG03717	Indian Telugu	1000G	0	HG03717_H1	29.635606405511865	-21.338944169694955
HG03717	Indian Telugu	1000G	1	HG03717_H2	30.897572284320162	-21.72483353113894
HG03718	Indian Telugu	1000G	0	HG03718_H1	31.119990987603686	-20.412124975292592
HG03718	Indian Telugu	1000G	1	HG03718_H2	29.815755870651095	-20.484620196980792
HG03720	Indian Telugu	1000G	0	HG03720_H1	30.101811354641946	-20.163162613077173
HG03720	Indian Telugu	1000G	1	HG03720_H2	30.17100845795978	-20.268599888759763
HG03722	Indian Telugu	1000G	0	HG03722_H1	30.61819525030033	-20.51549948943284
HG03722	Indian Telugu	1000G	1	HG03722_H2	29.409030937896013	-19.880527522003757
HG03727	Indian Telugu	1000G	0	HG03727_H1	29.487267271426532	-23.80073122763769
HG03727	Indian Telugu	1000G	1	HG03727_H2	29.597736638884484	-24.911378849134305
HG03729	Indian Telugu	1000G	0	HG03729_H1	28.484767096069064	-22.026778293763716
HG03729	Indian Telugu	1000G	1	HG03729_H2	31.17589734475292	-26.795079011877874
HG03730	Indian Telugu	1000G	0	HG03730_H1	30.17686663919026	-14.44403385213999
HG03730	Indian Telugu	1000G	1	HG03730_H2	30.59170109106796	-15.697591274443385
HG03731	Indian Telugu	1000G	0	HG03731_H1	29.72070997874252	-25.08922093984501
HG03731	Indian Telugu	1000G	1	HG03731_H2	29.932283615013795	-26.047228533725114
HG03733	Sri Lankan	1000G	0	HG03733_H1	30.06244762726024	-20.03973825830151
HG03733	Sri Lankan	1000G	1	HG03733_H2	29.60753740603758	-24.13920896026217
HG03736	Sri Lankan	1000G	0	HG03736_H1	30.119675627013557	-21.4085582041593
HG03736	Sri Lankan	1000G	1	HG03736_H2	30.01397286169925	-21.144568367986555
HG03738	Sri Lankan	1000G	0	HG03738_H1	30.041544212439042	-22.13377079476239
HG03738	Sri Lankan	1000G	1	HG03738_H2	29.048943788230495	-25.943370985375125
HG03740	Sri Lankan	1000G	0	HG03740_H1	30.10045243295589	-19.737551022177904
HG03740	Sri Lankan	1000G	1	HG03740_H2	29.933867464601157	-21.656801784166536
HG03741	Sri Lankan	1000G	0	HG03741_H1	30.02984610225875	-18.196667817568688
HG03741	Sri Lankan	1000G	1	HG03741_H2	30.81697919401273	-21.152680486086386
HG03743	Sri Lankan	1000G	0	HG03743_H1	30.060188780944117	-13.071121276869185
HG03743	Sri Lankan	1000G	1	HG03743_H2	30.594858849297218	-13.299597581158633
HG03744	Sri Lankan	1000G	0	HG03744_H1	29.747828823103198	-20.76890779248502
HG03744	Sri Lankan	1000G	1	HG03744_H2	30.55092528988633	-18.852006711883327
HG03745	Sri Lankan	1000G	0	HG03745_H1	29.82739998697835	-21.795527079688803
HG03745	Sri Lankan	1000G	1	HG03745_H2	30.067287051832025	-22.47395052387901
HG03746	Sri Lankan	1000G	0	HG03746_H1	30.276821624690754	-29.839006151624957
HG03746	Sri Lankan	1000G	1	HG03746_H2	29.88293749088193	-29.450894074990188
HG03750	Sri Lankan	1000G	0	HG03750_H1	29.461899080335925	-22.15033707627356
HG03750	Sri Lankan	1000G	1	HG03750_H2	28.821134239761825	-20.911521253474707
HG03752	Sri Lankan	1000G	0	HG03752_H1	28.83798661135159	-24.052794742188755
HG03752	Sri Lankan	1000G	1	HG03752_H2	29.387953826862756	-23.268335835811584
HG03755	Sri Lankan	1000G	0	HG03755_H1	29.403458936432003	-20.74312576186567
HG03755	Sri Lankan	1000G	1	HG03755_H2	29.621663269332778	-22.4852671540881
HG03756	Sri Lankan	1000G	0	HG03756_H1	30.145187473216403	-22.977125221702906
HG03756	Sri Lankan	1000G	1	HG03756_H2	29.087420098900722	-21.967354590134516
HG03757	Sri Lankan	1000G	0	HG03757_H1	30.913285247177015	-15.508166455562234
HG03757	Sri Lankan	1000G	1	HG03757_H2	29.970190529098097	-15.448570726847308
HG03760	Sri Lankan	1000G	0	HG03760_H1	29.5164800601086	-20.61657699178535
HG03760	Sri Lankan	1000G	1	HG03760_H2	30.003391989415974	-22.365632115956014
HG03762	Punjabi	1000G	0	HG03762_H1	28.718630768084502	-21.840555811042208
HG03762	Punjabi	1000G	1	HG03762_H2	28.961126959797113	-23.827755018929494
HG03765	Punjabi	1000G	0	HG03765_H1	29.53242521079266	-32.07928073840869
HG03765	Punjabi	1000G	1	HG03765_H2	29.968884990899376	-32.69588059558575
HG03767	Punjabi	1000G	0	HG03767_H1	29.798012724954347	-41.282398392186785
HG03767	Punjabi	1000G	1	HG03767_H2	28.810769801791736	-40.79491023872418
HG03770	Indian Telugu	1000G	0	HG03770_H1	30.664321690255456	-15.918029872538034
HG03770	Indian Telugu	1000G	1	HG03770_H2	29.657776371326705	-15.435295014771116
HG03771	Indian Telugu	1000G	0	HG03771_H1	30.82649225662938	-16.859882185205773
HG03771	Indian Telugu	1000G	1	HG03771_H2	29.789290197353644	-19.549328830356238
HG03772	Indian Telugu	1000G	0	HG03772_H1	31.3865572767263	-20.79117969105098
HG03772	Indian Telugu	1000G	1	HG03772_H2	30.519717055155	-19.824595489784166
HG03773	Indian Telugu	1000G	0	HG03773_H1	30.33216021373177	-20.924092042830924
HG03773	Indian Telugu	1000G	1	HG03773_H2	32.130118571466944	-20.743015819064418
HG03774	Indian Telugu	1000G	0	HG03774_H1	30.680482196089685	-25.209599443887342
HG03774	Indian Telugu	1000G	1	HG03774_H2	29.248409105887653	-24.346506517017065
HG03775	Indian Telugu	1000G	0	HG03775_H1	28.63487646497049	-24.53615589110943
HG03775	Indian Telugu	1000G	1	HG03775_H2	29.37522805409135	-23.368604754967016
HG03777	Indian Telugu	1000G	0	HG03777_H1	29.753262980361633	-24.552596022883527
HG03777	Indian Telugu	1000G	1	HG03777_H2	29.668627384022628	-24.483952809932887
HG03778	Indian Telugu	1000G	0	HG03778_H1	30.166765041408908	-20.27440490812349
HG03778	Indian Telugu	1000G	1	HG03778_H2	31.069540918651697	-20.470391411972106
HG03779	Indian Telugu	1000G	0	HG03779_H1	30.3237238037591	-19.79066611729489
HG03779	Indian Telugu	1000G	1	HG03779_H2	29.14183256135349	-22.990353273851127
HG03780	Indian Telugu	1000G	0	HG03780_H1	29.908230538374973	-25.209347175896717
HG03780	Indian Telugu	1000G	1	HG03780_H2	28.56566019467018	-25.593654658739183
HG03781	Indian Telugu	1000G	0	HG03781_H1	30.581994790821163	-21.555996884591536
HG03781	Indian Telugu	1000G	1	HG03781_H2	30.09433743803612	-23.043275411766896
HG03782	Indian Telugu	1000G	0	HG03782_H1	29.21632418801999	-25.142507393408813
HG03782	Indian Telugu	1000G	1	HG03782_H2	28.069215035562408	-26.069491753434132
HG03785	Indian Telugu	1000G	0	HG03785_H1	30.100333480865245	-19.935061482955035
HG03785	Indian Telugu	1000G	1	HG03785_H2	31.274071225464873	-20.06602952470942
HG03786	Indian Telugu	1000G	0	HG03786_H1	30.99586141614609	-21.462006631167213
HG03786	Indian Telugu	1000G	1	HG03786_H2	30.75115248598648	-21.388748422728362
HG03787	Indian Telugu	1000G	0	HG03787_H1	30.225866591468773	-19.41454645019644
HG03787	Indian Telugu	1000G	1	HG03787_H2	29.364363325915406	-19.43879765543259
HG03788	Indian Telugu	1000G	0	HG03788_H1	30.08518528122847	-26.377059414644755
HG03788	Indian Telugu	1000G	1	HG03788_H2	30.32160082021079	-23.334692195430968
HG03789	Indian Telugu	1000G	0	HG03789_H1	30.432915781601288	-27.715916088862176
HG03789	Indian Telugu	1000G	1	HG03789_H2	29.856658908298748	-29.06677598353391
HG03790	Indian Telugu	1000G	0	HG03790_H1	29.376217261054812	-25.10206075786641
HG03790	Indian Telugu	1000G	1	HG03790_H2	29.443935783197844	-26.923342543059928
HG03792	Indian Telugu	1000G	0	HG03792_H1	29.723573215271493	-25.57869692761079
HG03792	Indian Telugu	1000G	1	HG03792_H2	29.136824900923216	-24.97257789813611
HG03793	Bengali	1000G	0	HG03793_H1	31.04644439323998	-17.691918011631955
HG03793	Bengali	1000G	1	HG03793_H2	32.575868089225345	-15.35013276602978
HG03796	Bengali	1000G	0	HG03796_H1	31.61644359672698	-9.762132350396817
HG03796	Bengali	1000G	1	HG03796_H2	33.67426438006055	-4.374863004868111
HG03800	Bengali	1000G	0	HG03800_H1	32.772168914787855	-5.455512508763267
HG03800	Bengali	1000G	1	HG03800_H2	32.06658597407754	-6.94805213491291
HG03805	Bengali	1000G	0	HG03805_H1	30.76030736183798	-13.88710429079215
HG03805	Bengali	1000G	1	HG03805_H2	31.06536976063316	-14.505231744274584
HG03808	Bengali	1000G	0	HG03808_H1	32.687160427814874	-11.640732088795776
HG03808	Bengali	1000G	1	HG03808_H2	32.51390101869191	-12.500829313745584
HG03809	Bengali	1000G	0	HG03809_H1	31.33019969871379	-15.257225803792535
HG03809	Bengali	1000G	1	HG03809_H2	33.59092366083709	-14.042753276602268
HG03812	Bengali	1000G	0	HG03812_H1	32.765410803405445	-13.339809208235033
HG03812	Bengali	1000G	1	HG03812_H2	32.97314268501253	-12.141268898952221
HG03817	Bengali	1000G	0	HG03817_H1	33.03741619466227	-14.22155969097692
HG03817	Bengali	1000G	1	HG03817_H2	32.195897265629405	-14.767337862756985
HG03821	Bengali	1000G	0	HG03821_H1	31.501082741818628	-15.028643628979816
HG03821	Bengali	1000G	1	HG03821_H2	31.212813426284065	-14.779075779002607
HG03823	Bengali	1000G	0	HG03823_H1	32.55184311886061	-17.125821141896665
HG03823	Bengali	1000G	1	HG03823_H2	32.28924021027104	-12.03806695528471
HG03826	Bengali	1000G	0	HG03826_H1	31.875405853290104	-14.375733110604315
HG03826	Bengali	1000G	1	HG03826_H2	32.30285059866964	-13.73363941900382
HG03836	Sri Lankan	1000G	0	HG03836_H1	30.455381948608476	-23.08182203197533
HG03836	Sri Lankan	1000G	1	HG03836_H2	29.047949251678112	-21.80002500249063
HG03837	Sri Lankan	1000G	0	HG03837_H1	28.969926186249936	-22.752919812212365
HG03837	Sri Lankan	1000G	1	HG03837_H2	30.121152550956758	-21.391015532660973
HG03838	Sri Lankan	1000G	0	HG03838_H1	31.16726812981353	-18.60218701532388
HG03838	Sri Lankan	1000G	1	HG03838_H2	28.777723951552375	-19.912452674776603
HG03844	Sri Lankan	1000G	0	HG03844_H1	29.809032108445784	-18.094079940464223
HG03844	Sri Lankan	1000G	1	HG03844_H2	29.83045331420928	-22.90885845418935
HG03846	Sri Lankan	1000G	0	HG03846_H1	29.1625806024389	-19.190918811005435
HG03846	Sri Lankan	1000G	1	HG03846_H2	29.66804199268325	-19.452846851844242
HG03848	Sri Lankan	1000G	0	HG03848_H1	29.251500628305656	-21.978500121961638
HG03848	Sri Lankan	1000G	1	HG03848_H2	30.110875992845806	-20.987683865939374
HG03849	Sri Lankan	1000G	0	HG03849_H1	29.2779635691371	-20.818785245708
HG03849	Sri Lankan	1000G	1	HG03849_H2	29.793778059246158	-21.485915184478742
HG03850	Sri Lankan	1000G	0	HG03850_H1	30.522721638516188	-21.51496297322342
HG03850	Sri Lankan	1000G	1	HG03850_H2	28.813576013900764	-22.392514772482624
HG03851	Sri Lankan	1000G	0	HG03851_H1	28.899125881831516	-22.916332396681607
HG03851	Sri Lankan	1000G	1	HG03851_H2	29.90365996160598	-21.731205148792323
HG03854	Sri Lankan	1000G	0	HG03854_H1	29.60635386450904	-21.755795676153276
HG03854	Sri Lankan	1000G	1	HG03854_H2	30.123408255023627	-23.034908948845867
HG03856	Sri Lankan	1000G	0	HG03856_H1	31.228439321288818	-13.51106634199825
HG03856	Sri Lankan	1000G	1	HG03856_H2	31.234052450062627	-12.314002024309058
HG03857	Sri Lankan	1000G	0	HG03857_H1	29.77158786353798	-20.79758765396593
HG03857	Sri Lankan	1000G	1	HG03857_H2	30.483328923643597	-20.555249290215787
HG03858	Sri Lankan	1000G	0	HG03858_H1	28.97235490964094	-17.06544178186701
HG03858	Sri Lankan	1000G	1	HG03858_H2	29.774186830971715	-18.856175952544984
HG03861	Indian Telugu	1000G	0	HG03861_H1	31.26356565368006	-20.309341179574687
HG03861	Indian Telugu	1000G	1	HG03861_H2	29.981231672353317	-22.397577528853645
HG03862	Indian Telugu	1000G	0	HG03862_H1	29.8992354441391	-25.73425901869176
HG03862	Indian Telugu	1000G	1	HG03862_H2	29.420750555907304	-25.00025245662257
HG03863	Indian Telugu	1000G	0	HG03863_H1	29.12909413134996	-23.73501994263699
HG03863	Indian Telugu	1000G	1	HG03863_H2	29.719073917636457	-24.7987956167698
HG03864	Indian Telugu	1000G	0	HG03864_H1	30.301769396655494	-23.620506589348807
HG03864	Indian Telugu	1000G	1	HG03864_H2	29.56986675824016	-25.156904683979278
HG03866	Indian Telugu	1000G	0	HG03866_H1	29.996242677125615	-22.596777747542394
HG03866	Indian Telugu	1000G	1	HG03866_H2	28.293180471685844	-23.124516333318496
HG03867	Indian Telugu	1000G	0	HG03867_H1	29.62363941746853	-15.222656888829611
HG03867	Indian Telugu	1000G	1	HG03867_H2	31.04834092017932	-16.262868030313758
HG03869	Indian Telugu	1000G	0	HG03869_H1	29.629267265099244	-23.592217184588158
HG03869	Indian Telugu	1000G	1	HG03869_H2	28.546681587839245	-24.967219548531716
HG03871	Indian Telugu	1000G	0	HG03871_H1	29.629806025848794	-24.389968850572796
HG03871	Indian Telugu	1000G	1	HG03871_H2	29.96671294072737	-23.78522594533254
HG03872	Indian Telugu	1000G	0	HG03872_H1	29.49205336202268	-24.425638061750725
HG03872	Indian Telugu	1000G	1	HG03872_H2	29.069795220393168	-23.98997574917604
HG03875	Indian Telugu	1000G	0	HG03875_H1	29.81611568801599	-30.394281811817223
HG03875	Indian Telugu	1000G	1	HG03875_H2	29.815875757286335	-28.582109258440276
HG03882	Indian Telugu	1000G	0	HG03882_H1	29.911228807561706	-25.484706196506824
HG03882	Indian Telugu	1000G	1	HG03882_H2	28.8258358689365	-24.65418454107604
HG03884	Sri Lankan	1000G	0	HG03884_H1	29.484290430175648	-21.42687785565968
HG03884	Sri Lankan	1000G	1	HG03884_H2	30.22095398673016	-22.006216741909395
HG03887	Sri Lankan	1000G	0	HG03887_H1	30.697735896634995	-22.531179024589914
HG03887	Sri Lankan	1000G	1	HG03887_H2	29.435185011848446	-21.09187409555506
HG03890	Sri Lankan	1000G	0	HG03890_H1	28.76072854116459	-20.934467903483785
HG03890	Sri Lankan	1000G	1	HG03890_H2	28.68939843337227	-21.249322258669718
HG03895	Sri Lankan	1000G	0	HG03895_H1	28.49733795317097	-22.49235902599326
HG03895	Sri Lankan	1000G	1	HG03895_H2	29.716889531839136	-22.929297252767782
HG03898	Sri Lankan	1000G	0	HG03898_H1	29.759280324371105	-22.522128645351806
HG03898	Sri Lankan	1000G	1	HG03898_H2	28.317005078620205	-21.476292950753198
HG03900	Sri Lankan	1000G	0	HG03900_H1	29.220913199887647	-22.325900481792043
HG03900	Sri Lankan	1000G	1	HG03900_H2	30.9154275519696	-23.446713188914366
HG03905	Bengali	1000G	0	HG03905_H1	33.17650582250467	-13.763812375150204
HG03905	Bengali	1000G	1	HG03905_H2	32.734208665804054	-12.49508490792369
HG03907	Bengali	1000G	0	HG03907_H1	32.54300035716419	-13.635280781881733
HG03907	Bengali	1000G	1	HG03907_H2	30.781259443408786	-12.8532419980275
