Sample	Population	Source	Haplotype	Sample_hap	x1	x2
NA20539	Tuscan	1000G	0	NA20539_H1	25.69494623011237	-63.815879868241126
NA20539	Tuscan	1000G	1	NA20539_H2	25.96057678269242	-63.42298636877966
NA20540	Tuscan	1000G	0	NA20540_H1	27.575756661366164	-63.37017917453437
NA20540	Tuscan	1000G	1	NA20540_H2	26.64473154867408	-64.17198267362406
NA20542	Tuscan	1000G	0	NA20542_H1	27.32188205908392	-61.23339442769951
NA20542	Tuscan	1000G	1	NA20542_H2	26.444712395439687	-62.862459955919434
NA20543	Tuscan	1000G	0	NA20543_H1	25.275283299586242	-64.84747212946624
NA20543	Tuscan	1000G	1	NA20543_H2	26.386812947355317	-63.49162691465004
NA20544	Tuscan	1000G	0	NA20544_H1	25.783538532056532	-63.537093487956085
NA20544	Tuscan	1000G	1	NA20544_H2	27.710653989070906	-63.19531140009151
NA20581	Tuscan	1000G	0	NA20581_H1	26.91823743954989	-64.11377825428238
NA20581	Tuscan	1000G	1	NA20581_H2	26.731567949740537	-63.38625133264159
NA20582	Tuscan	1000G	0	NA20582_H1	26.125693004234073	-62.24670228721247
NA20582	Tuscan	1000G	1	NA20582_H2	26.48436751681693	-63.466681073866695
NA20585	Tuscan	1000G	0	NA20585_H1	26.215278031780137	-63.33045952738662
NA20585	Tuscan	1000G	1	NA20585_H2	26.37778510407138	-62.52249134537175
NA20586	Tuscan	1000G	0	NA20586_H1	26.642703809680526	-64.35074982566094
NA20586	Tuscan	1000G	1	NA20586_H2	27.056929363618814	-65.48437465790475
NA20587	Tuscan	1000G	0	NA20587_H1	27.151072431007698	-63.7839260013027
NA20587	Tuscan	1000G	1	NA20587_H2	25.818747624787385	-63.56008301711928
NA20588	Tuscan	1000G	0	NA20588_H1	26.779520203860386	-62.13887841893417
NA20588	Tuscan	1000G	1	NA20588_H2	26.858333851072047	-64.50344264784057
NA20589	Tuscan	1000G	0	NA20589_H1	25.246420362212035	-62.98632858957669
NA20589	Tuscan	1000G	1	NA20589_H2	26.014857907314024	-63.09798504742247
NA20753	Tuscan	1000G	0	NA20753_H1	26.001906187109704	-63.9151835992771
NA20753	Tuscan	1000G	1	NA20753_H2	26.530447995836248	-62.3121464496259
NA20754	Tuscan	1000G	0	NA20754_H1	27.023975812552685	-62.26976383833076
NA20754	Tuscan	1000G	1	NA20754_H2	25.98836602385761	-63.238758928475946
NA20755	Tuscan	1000G	0	NA20755_H1	26.033341828292237	-64.03614452170027
NA20755	Tuscan	1000G	1	NA20755_H2	26.700630446526674	-64.08394510718082
NA20756	Tuscan	1000G	0	NA20756_H1	25.87604724272955	-62.28810824584416
NA20756	Tuscan	1000G	1	NA20756_H2	25.94082193248952	-63.63349396099298
NA20757	Tuscan	1000G	0	NA20757_H1	26.391086673573774	-63.39831407443452
NA20757	Tuscan	1000G	1	NA20757_H2	26.1706185782486	-62.1332923735484
NA20758	Tuscan	1000G	0	NA20758_H1	25.121779161766312	-62.07062417968987
NA20758	Tuscan	1000G	1	NA20758_H2	27.27460021511724	-64.62290061119452
NA20760	Tuscan	1000G	0	NA20760_H1	26.401498596013532	-63.663074465871645
NA20760	Tuscan	1000G	1	NA20760_H2	28.1631936193415	-62.445795892065405
NA20761	Tuscan	1000G	0	NA20761_H1	26.676172680862088	-63.474130841434174
NA20761	Tuscan	1000G	1	NA20761_H2	27.74044726780953	-63.09441490804265
NA20763	Tuscan	1000G	0	NA20763_H1	28.90084794191076	-63.39349229733092
NA20763	Tuscan	1000G	1	NA20763_H2	25.875691555402675	-64.00926156322942
NA20765	Tuscan	1000G	0	NA20765_H1	26.046639526800355	-63.92043997515486
NA20765	Tuscan	1000G	1	NA20765_H2	26.27217303580052	-63.81888854486918
NA20766	Tuscan	1000G	0	NA20766_H1	26.607713753490337	-63.43359051949136
NA20766	Tuscan	1000G	1	NA20766_H2	26.519355397814728	-63.305976452537976
NA20767	Tuscan	1000G	0	NA20767_H1	26.20647447655311	-62.7859138839612
NA20767	Tuscan	1000G	1	NA20767_H2	27.12930776679483	-62.805068310693585
NA20768	Tuscan	1000G	0	NA20768_H1	27.26779065160526	-63.732799703628416
NA20768	Tuscan	1000G	1	NA20768_H2	27.344613257833807	-63.613102552319816
NA20769	Tuscan	1000G	0	NA20769_H1	25.892190638288213	-63.71532613917681
NA20769	Tuscan	1000G	1	NA20769_H2	26.475611551199854	-65.22155571119572
NA20770	Tuscan	1000G	0	NA20770_H1	26.58150669750723	-63.87364402689515
NA20770	Tuscan	1000G	1	NA20770_H2	26.43612950095973	-62.964725343450866
NA20771	Tuscan	1000G	0	NA20771_H1	27.023952260149542	-63.32926133362801
NA20771	Tuscan	1000G	1	NA20771_H2	25.751530046409577	-64.7205504864553
NA20773	Tuscan	1000G	0	NA20773_H1	26.407412713650217	-63.078575004764005
NA20773	Tuscan	1000G	1	NA20773_H2	27.938303417007056	-64.39069020035039
NA20774	Tuscan	1000G	0	NA20774_H1	26.00162068097797	-62.92080628507465
NA20774	Tuscan	1000G	1	NA20774_H2	26.25150836615176	-63.794939135670504
NA20775	Tuscan	1000G	0	NA20775_H1	27.359732502724285	-62.21677973009031
NA20775	Tuscan	1000G	1	NA20775_H2	26.353043629598027	-62.62397102034443
NA20778	Tuscan	1000G	0	NA20778_H1	26.385083859606254	-63.69918652167017
NA20778	Tuscan	1000G	1	NA20778_H2	27.03384485191029	-64.43273224887018
NA20783	Tuscan	1000G	0	NA20783_H1	26.813290483132555	-63.16790782436229
NA20783	Tuscan	1000G	1	NA20783_H2	25.782726912916736	-63.39307536612377
NA20785	Tuscan	1000G	0	NA20785_H1	26.29162272484097	-62.586323052294105
NA20785	Tuscan	1000G	1	NA20785_H2	26.794906538117857	-62.97602806986903
NA20786	Tuscan	1000G	0	NA20786_H1	26.96242706015512	-64.22540021249678
NA20786	Tuscan	1000G	1	NA20786_H2	25.85006640164837	-61.62879525905336
NA20787	Tuscan	1000G	0	NA20787_H1	25.48988229585173	-63.21091597692673
NA20787	Tuscan	1000G	1	NA20787_H2	25.624230827025748	-63.57631393310665
NA20790	Tuscan	1000G	0	NA20790_H1	25.75213331759055	-64.24372017089499
NA20790	Tuscan	1000G	1	NA20790_H2	26.224602289776747	-64.09022271909497
NA20792	Tuscan	1000G	0	NA20792_H1	26.16459241416969	-62.839911356927004
NA20792	Tuscan	1000G	1	NA20792_H2	28.179906301120432	-63.71549147501277
NA20795	Tuscan	1000G	0	NA20795_H1	24.570640344808375	-62.940937465016276
NA20795	Tuscan	1000G	1	NA20795_H2	27.280198190701277	-64.04928069125883
NA20796	Tuscan	1000G	0	NA20796_H1	26.1033010606387	-64.18171650491806
NA20796	Tuscan	1000G	1	NA20796_H2	26.380963039702877	-63.37460253995903
NA20797	Tuscan	1000G	0	NA20797_H1	25.959944871508768	-63.08187594051846
NA20797	Tuscan	1000G	1	NA20797_H2	26.31927051006624	-63.20038950391158
NA20798	Tuscan	1000G	0	NA20798_H1	26.61256064404583	-62.43803052545084
NA20798	Tuscan	1000G	1	NA20798_H2	26.98545254260629	-63.327681422088176
NA20800	Tuscan	1000G	0	NA20800_H1	26.219592134508446	-64.71257048263762
NA20800	Tuscan	1000G	1	NA20800_H2	26.724344686272957	-63.71871842560917
NA20801	Tuscan	1000G	0	NA20801_H1	26.57808188791799	-63.45343767301935
NA20801	Tuscan	1000G	1	NA20801_H2	27.035827355667998	-65.50951099210077
NA20802	Tuscan	1000G	0	NA20802_H1	26.206663121949063	-63.127902549804574
NA20802	Tuscan	1000G	1	NA20802_H2	26.23882673869055	-62.968402233583035
NA20803	Tuscan	1000G	0	NA20803_H1	26.084374296420286	-62.74300503892198
NA20803	Tuscan	1000G	1	NA20803_H2	26.69612642875976	-65.87117200037669
NA20804	Tuscan	1000G	0	NA20804_H1	26.231327594115555	-64.08996269743848
NA20804	Tuscan	1000G	1	NA20804_H2	26.231519588243437	-62.292663382547815
NA20807	Tuscan	1000G	0	NA20807_H1	26.970069201373647	-62.86199424709676
NA20807	Tuscan	1000G	1	NA20807_H2	27.47118093825577	-63.36585151475012
NA20808	Tuscan	1000G	0	NA20808_H1	26.217377570037414	-61.34167745389932
NA20808	Tuscan	1000G	1	NA20808_H2	26.396812609965707	-63.92716104315478
NA20810	Tuscan	1000G	0	NA20810_H1	26.01710283954764	-62.95210849479237
NA20810	Tuscan	1000G	1	NA20810_H2	25.788411637846245	-64.19735689251796
NA20811	Tuscan	1000G	0	NA20811_H1	25.217320205107747	-63.65437245671204
NA20811	Tuscan	1000G	1	NA20811_H2	26.097255412758933	-64.13419494097633
NA20812	Tuscan	1000G	0	NA20812_H1	26.90829839138184	-62.69135652503685
NA20812	Tuscan	1000G	1	NA20812_H2	28.095115305692936	-63.65541270372833
NA20813	Tuscan	1000G	0	NA20813_H1	26.384181253890397	-62.466633223420985
NA20813	Tuscan	1000G	1	NA20813_H2	27.34611747920973	-64.43879370978563
NA20814	Tuscan	1000G	0	NA20814_H1	25.456055881105634	-61.55042505635268
NA20814	Tuscan	1000G	1	NA20814_H2	26.314215722664798	-64.34867663749652
NA20815	Tuscan	1000G	0	NA20815_H1	25.860248951061195	-63.28862697629302
NA20815	Tuscan	1000G	1	NA20815_H2	26.518110649637656	-64.36738522120672
NA20818	Tuscan	1000G	0	NA20818_H1	27.55162998344054	-63.78465846034652
NA20818	Tuscan	1000G	1	NA20818_H2	27.40278205878878	-63.129414979098826
NA20819	Tuscan	1000G	0	NA20819_H1	28.046184760116077	-62.252496627891816
NA20819	Tuscan	1000G	1	NA20819_H2	27.804765478877307	-61.536822019637924
NA20821	Tuscan	1000G	0	NA20821_H1	26.375233037705534	-63.309368378532085
NA20821	Tuscan	1000G	1	NA20821_H2	26.228650023495476	-61.71314085741639
NA20822	Tuscan	1000G	0	NA20822_H1	26.843706117868116	-62.53036127635998
NA20822	Tuscan	1000G	1	NA20822_H2	25.752813001464624	-62.84428495252682
NA20826	Tuscan	1000G	0	NA20826_H1	26.54967914741131	-63.36906000618848
NA20826	Tuscan	1000G	1	NA20826_H2	26.7283879100262	-65.54917171408576
NA20828	Tuscan	1000G	0	NA20828_H1	26.44932967636877	-62.934980099539715
NA20828	Tuscan	1000G	1	NA20828_H2	26.58393097563878	-63.71462601070208
NA20845	Gujarati	1000G	0	NA20845_H1	28.678168202920233	-31.18811943186906
NA20845	Gujarati	1000G	1	NA20845_H2	29.61268603017733	-29.274232498526548
NA20846	Gujarati	1000G	0	NA20846_H1	29.892640810564956	-33.37707211054478
NA20846	Gujarati	1000G	1	NA20846_H2	30.61788987440587	-30.768727696976523
NA20847	Gujarati	1000G	0	NA20847_H1	30.846544049255492	-26.74042480332994
NA20847	Gujarati	1000G	1	NA20847_H2	29.947496939684292	-28.996712471657556
NA20849	Gujarati	1000G	0	NA20849_H1	29.869093526749765	-29.59802557833521
NA20849	Gujarati	1000G	1	NA20849_H2	29.676739544564498	-26.29932894006338
NA20851	Gujarati	1000G	0	NA20851_H1	30.509740801870485	-28.644832737570265
NA20851	Gujarati	1000G	1	NA20851_H2	29.597230706292464	-26.391155918860363
NA20852	Gujarati	1000G	0	NA20852_H1	29.78674124771453	-31.35810162232723
NA20852	Gujarati	1000G	1	NA20852_H2	31.470932886089308	-30.252204739771592
NA20853	Gujarati	1000G	0	NA20853_H1	29.910991291992985	-28.031755220288026
NA20853	Gujarati	1000G	1	NA20853_H2	31.0930413268783	-24.95763453902325
NA20854	Gujarati	1000G	0	NA20854_H1	30.444925791003648	-31.692610696854537
NA20854	Gujarati	1000G	1	NA20854_H2	29.98122955447692	-31.357790048333207
NA20856	Gujarati	1000G	0	NA20856_H1	31.258093371606122	-29.433835230936005
NA20856	Gujarati	1000G	1	NA20856_H2	29.359531309859634	-29.567932844482876
NA20858	Gujarati	1000G	0	NA20858_H1	28.933382894639834	-39.88143046699527
NA20858	Gujarati	1000G	1	NA20858_H2	29.773949447560604	-39.15040910979497
NA20859	Gujarati	1000G	0	NA20859_H1	31.278089483717764	-26.649653342857178
NA20859	Gujarati	1000G	1	NA20859_H2	30.52498824451206	-28.48792512090855
NA20861	Gujarati	1000G	0	NA20861_H1	31.145773031757578	-27.541851323425853
NA20861	Gujarati	1000G	1	NA20861_H2	31.29662953552115	-25.796592520877464
NA20862	Gujarati	1000G	0	NA20862_H1	30.237221094032883	-37.53504104169522
NA20862	Gujarati	1000G	1	NA20862_H2	30.046800540354404	-35.99127230713758
NA20863	Gujarati	1000G	0	NA20863_H1	29.272885331183396	-28.485947689773017
NA20863	Gujarati	1000G	1	NA20863_H2	29.509660729262784	-27.652429207127607
NA20864	Gujarati	1000G	0	NA20864_H1	30.582340243256972	-34.05096848630805
NA20864	Gujarati	1000G	1	NA20864_H2	29.70496818323617	-32.67661288980467
NA20866	Gujarati	1000G	0	NA20866_H1	29.574820578002395	-30.41020849019283
NA20866	Gujarati	1000G	1	NA20866_H2	30.216723158177743	-30.699210389500305
NA20867	Gujarati	1000G	0	NA20867_H1	30.49818102170913	-28.463225627054197
NA20867	Gujarati	1000G	1	NA20867_H2	29.574749693905936	-28.170329202498465
NA20868	Gujarati	1000G	0	NA20868_H1	30.75414800556557	-26.359646486705692
NA20868	Gujarati	1000G	1	NA20868_H2	29.87933041866969	-27.3444223207223
NA20869	Gujarati	1000G	0	NA20869_H1	31.179536784323936	-27.99783162515562
NA20869	Gujarati	1000G	1	NA20869_H2	29.952702793433083	-27.6564529039
NA20872	Gujarati	1000G	0	NA20872_H1	29.63272941713325	-38.47288929826276
NA20872	Gujarati	1000G	1	NA20872_H2	27.851699250759978	-36.082828776614306
NA20874	Gujarati	1000G	0	NA20874_H1	29.083242090229376	-27.050866437513182
NA20874	Gujarati	1000G	1	NA20874_H2	28.920720988034482	-30.946974092160886
NA20875	Gujarati	1000G	0	NA20875_H1	30.1204027751796	-28.724558186045474
NA20875	Gujarati	1000G	1	NA20875_H2	30.3185924068409	-28.235831344263328
NA20876	Gujarati	1000G	0	NA20876_H1	30.13768592815603	-28.514605606751
NA20876	Gujarati	1000G	1	NA20876_H2	30.265998616326655	-28.15817183979472
NA20877	Gujarati	1000G	0	NA20877_H1	29.504726948369424	-29.06248772867508
NA20877	Gujarati	1000G	1	NA20877_H2	29.969838153050183	-27.748651996810256
NA20878	Gujarati	1000G	0	NA20878_H1	31.51673099566346	-28.667101492325504
NA20878	Gujarati	1000G	1	NA20878_H2	30.3507805820867	-27.419899301831716
NA20881	Gujarati	1000G	0	NA20881_H1	29.06639426860923	-35.28712275745862
NA20881	Gujarati	1000G	1	NA20881_H2	28.672753180815803	-36.31304855381251
NA20882	Gujarati	1000G	0	NA20882_H1	29.784511904937133	-33.372694228341224
NA20882	Gujarati	1000G	1	NA20882_H2	30.301109026820754	-31.883191666605242
NA20884	Gujarati	1000G	0	NA20884_H1	31.061264548773643	-27.618353819914436
NA20884	Gujarati	1000G	1	NA20884_H2	28.903512539907766	-23.466662340011922
NA20885	Gujarati	1000G	0	NA20885_H1	31.015739037049677	-31.99982477620384
NA20885	Gujarati	1000G	1	NA20885_H2	29.921017698533376	-33.567909865974514
NA20886	Gujarati	1000G	0	NA20886_H1	29.76063285062279	-34.503319847887
NA20886	Gujarati	1000G	1	NA20886_H2	29.192794076373993	-32.38131152865793
NA20887	Gujarati	1000G	0	NA20887_H1	29.824212165815673	-29.25459423017554
NA20887	Gujarati	1000G	1	NA20887_H2	29.87191623725397	-29.508212836675483
NA20888	Gujarati	1000G	0	NA20888_H1	29.64260620251678	-29.212216203473798
NA20888	Gujarati	1000G	1	NA20888_H2	30.73475245800875	-26.680064000889214
NA20889	Gujarati	1000G	0	NA20889_H1	29.49620889762243	-29.957050739445354
NA20889	Gujarati	1000G	1	NA20889_H2	29.242694070794222	-29.993422542097484
NA20890	Gujarati	1000G	0	NA20890_H1	28.96445112185225	-32.81498219585459
NA20890	Gujarati	1000G	1	NA20890_H2	29.202941204677387	-32.951380531997806
NA20891	Gujarati	1000G	0	NA20891_H1	30.43473777186874	-34.62135387095236
NA20891	Gujarati	1000G	1	NA20891_H2	30.726540508328668	-32.29982113241756
NA20892	Gujarati	1000G	0	NA20892_H1	31.271526877914212	-27.366503060632866
NA20892	Gujarati	1000G	1	NA20892_H2	29.48101019831146	-28.223851208061287
NA20894	Gujarati	1000G	0	NA20894_H1	29.0900608689128	-33.33685585395515
NA20894	Gujarati	1000G	1	NA20894_H2	29.25656708978932	-30.58743016081567
NA20895	Gujarati	1000G	0	NA20895_H1	30.15870861921541	-32.40541287137587
NA20895	Gujarati	1000G	1	NA20895_H2	31.320793472438154	-29.571489838872335
NA20896	Gujarati	1000G	0	NA20896_H1	29.34845492944445	-25.616159565982617
NA20896	Gujarati	1000G	1	NA20896_H2	31.08750170603588	-26.412532143650015
NA20897	Gujarati	1000G	0	NA20897_H1	30.52552466768391	-20.394460594893772
NA20897	Gujarati	1000G	1	NA20897_H2	30.280585519332284	-23.201524200923544
NA20899	Gujarati	1000G	0	NA20899_H1	30.48006818578113	-27.337284697098738
NA20899	Gujarati	1000G	1	NA20899_H2	30.290600074639144	-27.628512531198893
NA20901	Gujarati	1000G	0	NA20901_H1	30.202735626387934	-29.26010176135507
NA20901	Gujarati	1000G	1	NA20901_H2	29.665331875491887	-29.09222595545385
NA20902	Gujarati	1000G	0	NA20902_H1	31.32012436853664	-28.25260048119549
NA20902	Gujarati	1000G	1	NA20902_H2	30.622273266433425	-25.308086623651892
NA20903	Gujarati	1000G	0	NA20903_H1	29.929849722425075	-29.264040176306327
NA20903	Gujarati	1000G	1	NA20903_H2	29.220016093934582	-30.318402339819137
NA20904	Gujarati	1000G	0	NA20904_H1	29.705754574754963	-36.35808724339288
NA20904	Gujarati	1000G	1	NA20904_H2	30.200207296737652	-37.1023333124207
NA20906	Gujarati	1000G	0	NA20906_H1	30.083290887646633	-23.380129233493292
NA20906	Gujarati	1000G	1	NA20906_H2	29.696135528814104	-24.212067717858165
NA20908	Gujarati	1000G	0	NA20908_H1	29.699246149787534	-23.42246701637494
NA20908	Gujarati	1000G	1	NA20908_H2	30.9050098138431	-24.793670310628972
NA20910	Gujarati	1000G	0	NA20910_H1	29.287113289642136	-36.13094707745428
NA20910	Gujarati	1000G	1	NA20910_H2	28.65681400161877	-36.404667110455726
NA20911	Gujarati	1000G	0	NA20911_H1	30.258161227851247	-26.33323153796991
NA20911	Gujarati	1000G	1	NA20911_H2	29.51232089057067	-26.9074075114674
NA21086	Gujarati	1000G	0	NA21086_H1	30.223515208023414	-27.154691500063517
NA21086	Gujarati	1000G	1	NA21086_H2	30.657513600371757	-26.45960193544553
NA21087	Gujarati	1000G	0	NA21087_H1	31.399066879915686	-27.161382292217297
NA21087	Gujarati	1000G	1	NA21087_H2	30.024102416955856	-25.83952730912597
NA21088	Gujarati	1000G	0	NA21088_H1	30.420959321696053	-29.567492137106605
NA21088	Gujarati	1000G	1	NA21088_H2	31.189177889428777	-27.305279857849634
NA21089	Gujarati	1000G	0	NA21089_H1	29.862341166682683	-28.149105565357203
NA21089	Gujarati	1000G	1	NA21089_H2	30.265853396639883	-28.703500386913262
NA21090	Gujarati	1000G	0	NA21090_H1	28.99993716431156	-27.499301308362373
NA21090	Gujarati	1000G	1	NA21090_H2	29.47326978859143	-25.462779270829074
NA21091	Gujarati	1000G	0	NA21091_H1	29.2017189193745	-29.299579039412226
NA21091	Gujarati	1000G	1	NA21091_H2	30.18401279594871	-27.854391051452396
NA21092	Gujarati	1000G	0	NA21092_H1	30.363412798287804	-29.129002635671558
NA21092	Gujarati	1000G	1	NA21092_H2	31.145740842499194	-28.722954727305904
NA21094	Gujarati	1000G	0	NA21094_H1	29.699102251466655	-27.06327287702288
NA21094	Gujarati	1000G	1	NA21094_H2	30.494520068108123	-26.62719192608893
NA21095	Gujarati	1000G	0	NA21095_H1	29.97472065189696	-27.11820114054665
NA21095	Gujarati	1000G	1	NA21095_H2	30.933913273317344	-25.88105191153553
NA21098	Gujarati	1000G	0	NA21098_H1	29.69865313365723	-27.466966554864214
NA21098	Gujarati	1000G	1	NA21098_H2	30.582273164463217	-25.058841490563786
NA21099	Gujarati	1000G	0	NA21099_H1	30.301786970171037	-28.171250583921005
NA21099	Gujarati	1000G	1	NA21099_H2	30.068649224417747	-29.49842615438232
NA21100	Gujarati	1000G	0	NA21100_H1	30.533546366015997	-28.946208894178813
NA21100	Gujarati	1000G	1	NA21100_H2	29.798672442854354	-27.22990448927053
NA21101	Gujarati	1000G	0	NA21101_H1	30.21175652684841	-26.745768912812977
NA21101	Gujarati	1000G	1	NA21101_H2	30.76824734131354	-27.51866526521471
NA21103	Gujarati	1000G	0	NA21103_H1	30.362362134297513	-26.47180076536669
NA21103	Gujarati	1000G	1	NA21103_H2	29.688975956256172	-27.96942407426853
NA21104	Gujarati	1000G	0	NA21104_H1	30.729688325973633	-26.885356742073533
NA21104	Gujarati	1000G	1	NA21104_H2	28.94566722101657	-28.736805045128634
NA21105	Gujarati	1000G	0	NA21105_H1	30.274355265617338	-28.68455158952846
NA21105	Gujarati	1000G	1	NA21105_H2	30.25863814332822	-29.150934975933396
NA21107	Gujarati	1000G	0	NA21107_H1	29.317314430970413	-28.302879050371978
NA21107	Gujarati	1000G	1	NA21107_H2	29.86197887987968	-29.97028477695786
NA21108	Gujarati	1000G	0	NA21108_H1	28.90933650363931	-34.84748742179562
NA21108	Gujarati	1000G	1	NA21108_H2	28.630532666311773	-37.04990118406139
NA21111	Gujarati	1000G	0	NA21111_H1	30.546746580207504	-26.581522090138595
NA21111	Gujarati	1000G	1	NA21111_H2	29.99661303788089	-27.250598531395806
NA21112	Gujarati	1000G	0	NA21112_H1	30.07832197005397	-27.821970058455246
NA21112	Gujarati	1000G	1	NA21112_H2	30.458399527780998	-27.20472451451356
NA21114	Gujarati	1000G	0	NA21114_H1	30.194578067018007	-27.539282945486416
NA21114	Gujarati	1000G	1	NA21114_H2	30.069129812825402	-28.142610007372753
NA21115	Gujarati	1000G	0	NA21115_H1	29.295008008934737	-27.840050282719805
NA21115	Gujarati	1000G	1	NA21115_H2	30.754398027935494	-27.66454545926054
NA21116	Gujarati	1000G	0	NA21116_H1	30.33301426663015	-26.89214641293559
NA21116	Gujarati	1000G	1	NA21116_H2	30.54806755989737	-28.138516302026307
NA21117	Gujarati	1000G	0	NA21117_H1	31.040705083592727	-28.51768419106822
NA21117	Gujarati	1000G	1	NA21117_H2	29.710208779831156	-26.36526653769694
NA21118	Gujarati	1000G	0	NA21118_H1	31.65908836584068	-26.770788618025563
NA21118	Gujarati	1000G	1	NA21118_H2	29.638149155173693	-28.36795951870414
NA21119	Gujarati	1000G	0	NA21119_H1	30.32339885978849	-28.272412450024376
NA21119	Gujarati	1000G	1	NA21119_H2	30.09959346689171	-26.44122213442613
NA21120	Gujarati	1000G	0	NA21120_H1	29.965187480483777	-29.395892345455636
NA21120	Gujarati	1000G	1	NA21120_H2	29.76596553054874	-30.300400441370133
NA21122	Gujarati	1000G	0	NA21122_H1	30.522094713540774	-28.425047788742393
NA21122	Gujarati	1000G	1	NA21122_H2	30.346771332083108	-28.383531182233057
NA21123	Gujarati	1000G	0	NA21123_H1	28.627367853200056	-27.65701932391309
NA21123	Gujarati	1000G	1	NA21123_H2	30.26762508569407	-28.309101278278163
NA21124	Gujarati	1000G	0	NA21124_H1	30.44653733570032	-26.949802859257176
NA21124	Gujarati	1000G	1	NA21124_H2	31.229388596243226	-27.040994858816273
NA21125	Gujarati	1000G	0	NA21125_H1	30.62371253263408	-26.91006356722741
NA21125	Gujarati	1000G	1	NA21125_H2	30.695792224102192	-28.25355152719725
NA21126	Gujarati	1000G	0	NA21126_H1	30.329227214416946	-26.79053185076579
NA21126	Gujarati	1000G	1	NA21126_H2	30.849509583979838	-28.152510754249057
